fournisseur,date_commande,categorie_produit,delai_prevu,delai_reel,prix,quantite
SUP_002,2024-06-09,non_alimentaire,14,14.0,17.44,7.0
SUP_057,2024-06-09,alimentaire,3,3.0,3.13,17.0
SUP_033,2024-06-09,alimentaire,6,5.0,3.17,3.0
SUP_010,2024-06-09,logistique,3,5.0,8.2,15.0
SUP_017,2024-06-09,alimentaire,7,7.0,3.06,10.0
SUP_046,2024-06-09,alimentaire,7,7.0,3.11,20.0
SUP_035,2024-06-09,non_alimentaire,20,20.0,16.74,4.0
SUP_026,2024-06-09,alimentaire,5,6.0,2.78,14.0
SUP_011,2024-06-09,alimentaire,6,6.0,3.01,
SUP_031,2024-06-09,logistique,14,14.0,8.18,5.0
SUP_001,2024-06-09,non_alimentaire,12,12.0,15.12,2.0
SUP_027,2024-06-09,alimentaire,2,2.0,2.95,16.0
SUP_041,2024-06-09,alimentaire,5,5.0,2.92,4.0
SUP_010,2024-06-09,alimentaire,7,7.0,3.33,28.0
SUP_064,2024-06-09,non_alimentaire,11,11.0,15.21,15.0
SUP_021,2024-06-09,alimentaire,6,6.0,2.94,5.0
SUP_053,2024-06-09,non_alimentaire,17,17.0,16.05,7.0
SUP_008,2024-06-09,non_alimentaire,7,7.0,14.32,8.0
SUP_016,2024-06-09,logistique,3,3.0,8.17,10.0
SUP_013,2024-06-09,alimentaire,8,9.0,3.07,12.0
SUP_060,2024-06-09,alimentaire,5,5.0,3.1,10.0
SUP_041,2024-06-10,alimentaire,3,1.0,3.03,3.0
SUP_018,2024-06-10,alimentaire,4,4.0,3.1,12.0
SUP_054,2024-06-10,alimentaire,5,6.0,2.53,8.0
SUP_010,2024-06-10,alimentaire,3,6.0,2.86,7.0
SUP_027,2024-06-10,non_alimentaire,6,6.0,14.77,4.0
SUP_061,2024-06-10,logistique,10,10.0,8.09,13.0
SUP_041,2024-06-10,logistique,14,14.0,7.91,12.0
SUP_040,2024-06-10,alimentaire,3,3.0,2.77,7.0
SUP_021,2024-06-10,alimentaire,5,6.0,3.08,9.0
SUP_076,2024-06-10,non_alimentaire,6,6.0,14.12,8.0
SUP_014,2024-06-10,alimentaire,9,9.0,3.14,10.0
SUP_064,2024-06-10,non_alimentaire,12,12.0,14.78,19.0
SUP_026,2024-06-10,logistique,3,4.0,8.04,33.0
SUP_067,2024-06-10,alimentaire,8,9.0,3.01,24.0
SUP_025,2024-06-10,alimentaire,10,10.0,2.94,4.0
SUP_002,2024-06-10,non_alimentaire,10,10.0,14.82,8.0
SUP_054,2024-06-10,non_alimentaire,13,19.0,12.95,23.0
SUP_041,2024-06-10,alimentaire,6,6.0,2.9,11.0
SUP_054,2024-06-10,non_alimentaire,12,13.0,15.61,27.0
SUP_078,2024-06-10,non_alimentaire,5,5.0,15.3,28.0
SUP_076,2024-06-10,non_alimentaire,7,7.0,14.63,15.0
SUP_018,2024-06-10,alimentaire,7,7.0,2.9,12.0
SUP_064,2024-06-10,non_alimentaire,10,10.0,14.21,8.0
SUP_005,2024-06-10,non_alimentaire,8,6.0,15.17,9.0
SUP_076,2024-06-10,alimentaire,10,10.0,2.38,2.0
SUP_056,2024-06-10,non_alimentaire,8,8.0,15.59,6.0
SUP_019,2024-06-10,non_alimentaire,5,5.0,16.17,5.0
SUP_046,2024-06-10,logistique,15,16.0,8.63,23.0
SUP_040,2024-06-10,alimentaire,7,6.0,2.96,3.0
SUP_064,2024-06-10,non_alimentaire,14,14.0,14.35,12.0
SUP_054,2024-06-10,alimentaire,10,12.0,2.49,4.0
SUP_008,2024-06-10,non_alimentaire,18,18.0,12.7,25.0
SUP_074,2024-06-10,non_alimentaire,20,,17.41,12.0
SUP_040,2024-06-11,alimentaire,7,6.0,3.14,8.0
SUP_075,2024-06-11,non_alimentaire,8,8.0,18.15,10.0
SUP_020,2024-06-11,non_alimentaire,20,20.0,14.27,9.0
SUP_055,2024-06-11,alimentaire,5,5.0,3.16,7.0
SUP_040,2024-06-11,alimentaire,4,4.0,2.9,21.0
SUP_076,2024-06-11,non_alimentaire,11,11.0,14.91,8.0
SUP_045,2024-06-11,alimentaire,8,8.0,2.91,6.0
SUP_029,2024-06-11,non_alimentaire,6,6.0,15.42,16.0
SUP_033,2024-06-11,non_alimentaire,11,11.0,15.82,
SUP_071,2024-06-11,non_alimentaire,19,19.0,15.16,4.0
SUP_055,2024-06-11,non_alimentaire,12,12.0,15.72,7.0
SUP_005,2024-06-11,alimentaire,7,7.0,3.13,7.0
SUP_048,2024-06-11,logistique,3,3.0,8.02,6.0
SUP_046,2024-06-11,alimentaire,2,2.0,2.9,9.0
SUP_020,2024-06-11,alimentaire,10,11.0,2.94,8.0
SUP_024,2024-06-11,non_alimentaire,12,13.0,15.61,20.0
SUP_023,2024-06-11,non_alimentaire,9,9.0,15.44,7.0
SUP_024,2024-06-11,alimentaire,6,6.0,3.25,13.0
SUP_064,2024-06-11,non_alimentaire,12,12.0,15.49,
SUP_061,2024-06-11,alimentaire,6,7.0,2.97,13.0
SUP_011,2024-06-11,non_alimentaire,15,16.0,15.17,9.0
SUP_035,2024-06-11,alimentaire,4,4.0,3.92,9.0
SUP_049,2024-06-11,alimentaire,10,10.0,3.06,21.0
SUP_061,2024-06-11,logistique,6,6.0,8.16,10.0
SUP_066,2024-06-11,alimentaire,2,2.0,3.06,11.0
SUP_054,2024-06-11,logistique,3,3.0,7.46,18.0
SUP_050,2024-06-11,non_alimentaire,11,12.0,14.2,6.0
SUP_063,2024-06-11,alimentaire,2,2.0,3.02,6.0
SUP_049,2024-06-11,alimentaire,10,10.0,3.06,21.0
SUP_021,2024-06-11,non_alimentaire,14,14.0,14.72,23.0
SUP_029,2024-06-11,non_alimentaire,8,8.0,,4.0
SUP_078,2024-06-11,non_alimentaire,12,12.0,14.85,4.0
SUP_057,2024-06-11,alimentaire,6,6.0,3.13,4.0
SUP_039,2024-06-12,alimentaire,4,4.0,3.22,10.0
SUP_023,2024-06-12,alimentaire,3,3.0,3.02,12.0
SUP_080,2024-06-12,non_alimentaire,15,15.0,15.56,7.0
SUP_037,2024-06-12,alimentaire,3,3.0,3.21,17.0
SUP_002,2024-06-12,alimentaire,2,2.0,2.73,6.0
SUP_039,2024-06-12,alimentaire,3,3.0,2.75,
SUP_063,2024-06-12,alimentaire,3,3.0,2.7,6.0
SUP_006,2024-06-12,alimentaire,6,6.0,2.87,12.0
SUP_022,2024-06-12,logistique,11,11.0,8.12,17.0
SUP_010,2024-06-12,alimentaire,5,6.0,3.07,12.0
SUP_021,2024-06-12,alimentaire,8,5.0,3.16,25.0
SUP_022,2024-06-12,alimentaire,6,6.0,3.02,5.0
SUP_009,2024-06-12,alimentaire,2,2.0,2.67,6.0
SUP_007,2024-06-12,alimentaire,6,6.0,2.89,10.0
SUP_078,2024-06-12,non_alimentaire,18,18.0,14.83,11.0
SUP_059,2024-06-12,non_alimentaire,9,9.0,15.25,9.0
SUP_050,2024-06-12,alimentaire,10,10.0,3.15,8.0
SUP_073,2024-06-12,non_alimentaire,7,7.0,15.52,3.0
SUP_035,2024-06-12,alimentaire,6,6.0,2.45,7.0
SUP_069,2024-06-12,alimentaire,3,3.0,3.1,9.0
SUP_059,2024-06-12,non_alimentaire,7,7.0,15.13,8.0
SUP_032,2024-06-12,non_alimentaire,14,14.0,14.74,7.0
SUP_003,2024-06-12,non_alimentaire,15,15.0,13.47,37.0
SUP_044,2024-06-12,non_alimentaire,6,6.0,16.49,
SUP_054,2024-06-12,alimentaire,6,6.0,2.38,6.0
SUP_021,2024-06-12,non_alimentaire,19,19.0,15.7,6.0
SUP_030,2024-06-12,alimentaire,3,3.0,3.25,2.0
SUP_041,2024-06-12,non_alimentaire,17,15.0,14.73,10.0
SUP_007,2024-06-12,alimentaire,5,5.0,3.11,8.0
SUP_017,2024-06-12,alimentaire,8,8.0,2.91,7.0
SUP_054,2024-06-12,non_alimentaire,17,19.0,14.31,5.0
SUP_016,2024-06-13,non_alimentaire,9,8.0,14.98,
SUP_040,2024-06-13,non_alimentaire,6,6.0,14.74,5.0
SUP_060,2024-06-13,non_alimentaire,9,9.0,14.89,4.0
SUP_061,2024-06-13,non_alimentaire,8,,14.06,7.0
SUP_028,2024-06-13,alimentaire,7,7.0,2.94,12.0
SUP_068,2024-06-13,alimentaire,8,8.0,3.14,3.0
SUP_016,2024-06-13,non_alimentaire,10,10.0,15.11,3.0
SUP_035,2024-06-13,non_alimentaire,8,8.0,14.16,8.0
SUP_043,2024-06-13,non_alimentaire,20,20.0,15.47,7.0
SUP_016,2024-06-13,non_alimentaire,20,20.0,14.48,120.0
SUP_041,2024-06-13,non_alimentaire,10,11.0,14.81,11.0
SUP_029,2024-06-13,non_alimentaire,19,19.0,14.91,16.0
SUP_043,2024-06-13,alimentaire,10,11.0,,9.0
SUP_037,2024-06-13,non_alimentaire,8,8.0,14.91,
SUP_039,2024-06-13,logistique,11,11.0,8.38,11.0
SUP_068,2024-06-13,alimentaire,6,10.0,3.23,9.0
SUP_009,2024-06-13,alimentaire,6,7.0,2.38,4.0
SUP_016,2024-06-13,alimentaire,3,3.0,2.88,8.0
SUP_010,2024-06-13,non_alimentaire,6,5.0,15.97,9.0
SUP_066,2024-06-13,logistique,9,11.0,7.88,11.0
SUP_023,2024-06-13,alimentaire,6,6.0,3.05,6.0
SUP_058,2024-06-13,alimentaire,3,3.0,2.95,15.0
SUP_051,2024-06-13,non_alimentaire,20,19.0,11.17,7.0
SUP_063,2024-06-13,alimentaire,6,6.0,3.11,7.0
SUP_072,2024-06-13,alimentaire,8,8.0,3.05,6.0
SUP_062,2024-06-13,non_alimentaire,17,17.0,15.36,6.0
SUP_041,2024-06-13,logistique,10,10.0,8.22,69.0
SUP_047,2024-06-13,alimentaire,10,10.0,3.03,9.0
SUP_044,2024-06-13,logistique,7,7.0,8.36,9.0
SUP_049,2024-06-13,non_alimentaire,11,13.0,15.17,2.0
SUP_043,2024-06-13,non_alimentaire,12,9.0,15.0,8.0
SUP_021,2024-06-13,logistique,6,6.0,7.85,25.0
SUP_016,2024-06-13,non_alimentaire,19,19.0,15.06,5.0
SUP_013,2024-06-13,alimentaire,3,,2.88,11.0
SUP_017,2024-06-13,alimentaire,7,7.0,2.91,28.0
SUP_050,2024-06-13,non_alimentaire,7,7.0,16.01,10.0
SUP_021,2024-06-13,alimentaire,7,8.0,2.95,21.0
SUP_076,2024-06-14,alimentaire,9,9.0,3.03,8.0
SUP_019,2024-06-14,non_alimentaire,14,14.0,15.64,8.0
SUP_061,2024-06-14,logistique,4,1.0,8.19,24.0
SUP_056,2024-06-14,alimentaire,10,10.0,3.95,12.0
SUP_064,2024-06-14,non_alimentaire,19,20.0,14.98,15.0
SUP_026,2024-06-14,alimentaire,3,0.0,2.74,16.0
SUP_010,2024-06-14,non_alimentaire,5,5.0,16.13,27.0
SUP_067,2024-06-14,non_alimentaire,7,7.0,14.74,10.0
SUP_049,2024-06-14,logistique,5,5.0,8.1,5.0
SUP_009,2024-06-14,alimentaire,2,2.0,3.21,13.0
SUP_067,2024-06-14,non_alimentaire,6,6.0,14.83,3.0
SUP_080,2024-06-14,logistique,5,5.0,7.89,17.0
SUP_076,2024-06-14,non_alimentaire,18,19.0,14.44,6.0
SUP_045,2024-06-14,alimentaire,10,11.0,3.14,5.0
SUP_023,2024-06-14,alimentaire,6,6.0,3.03,8.0
SUP_032,2024-06-14,non_alimentaire,11,12.0,15.18,2.0
SUP_038,2024-06-14,non_alimentaire,5,5.0,14.87,5.0
SUP_042,2024-06-14,non_alimentaire,15,15.0,16.34,10.0
SUP_040,2024-06-14,alimentaire,10,10.0,3.05,22.0
SUP_025,2024-06-14,non_alimentaire,17,17.0,14.71,4.0
SUP_012,2024-06-14,logistique,15,17.0,7.89,15.0
SUP_075,2024-06-14,alimentaire,3,1.0,2.93,3.0
SUP_054,2024-06-14,alimentaire,2,0.0,1.95,21.0
SUP_033,2024-06-14,alimentaire,3,3.0,3.09,8.0
SUP_073,2024-06-14,logistique,11,11.0,8.01,31.0
SUP_021,2024-06-14,logistique,11,11.0,7.34,9.0
SUP_055,2024-06-14,logistique,9,9.0,8.18,14.0
SUP_008,2024-06-14,logistique,10,,8.79,4.0
SUP_031,2024-06-14,non_alimentaire,9,11.0,13.87,8.0
SUP_064,2024-06-14,non_alimentaire,15,15.0,15.5,2.0
SUP_040,2024-06-14,alimentaire,4,4.0,2.93,6.0
SUP_010,2024-06-14,logistique,8,8.0,8.22,8.0
SUP_054,2024-06-14,alimentaire,9,9.0,2.69,17.0
SUP_034,2024-06-15,non_alimentaire,5,6.0,10.48,5.0
SUP_012,2024-06-15,logistique,14,17.0,6.4,14.0
SUP_035,2024-06-15,alimentaire,3,3.0,2.13,22.0
SUP_076,2024-06-15,alimentaire,8,8.0,3.25,6.0
SUP_045,2024-06-15,alimentaire,9,,2.99,5.0
SUP_064,2024-06-15,non_alimentaire,17,18.0,15.47,7.0
SUP_010,2024-06-15,alimentaire,7,9.0,3.47,12.0
SUP_045,2024-06-15,alimentaire,7,7.0,3.14,4.0
SUP_030,2024-06-15,non_alimentaire,9,9.0,14.75,10.0
SUP_076,2024-06-15,alimentaire,4,3.0,3.04,14.0
SUP_020,2024-06-15,logistique,12,12.0,8.11,5.0
SUP_021,2024-06-15,logistique,8,8.0,9.01,14.0
SUP_078,2024-06-15,non_alimentaire,17,17.0,15.35,
SUP_055,2024-06-15,non_alimentaire,18,18.0,15.38,
SUP_043,2024-06-15,alimentaire,8,8.0,2.91,11.0
SUP_069,2024-06-15,non_alimentaire,9,9.0,15.09,23.0
SUP_055,2024-06-15,alimentaire,4,4.0,3.05,3.0
SUP_007,2024-06-15,alimentaire,10,10.0,2.97,21.0
SUP_029,2024-06-15,alimentaire,4,4.0,2.98,20.0
SUP_010,2024-06-15,non_alimentaire,17,18.0,14.61,4.0
SUP_038,2024-06-15,logistique,10,10.0,50.699999999999996,4.0
SUP_067,2024-06-15,non_alimentaire,12,,15.18,45.0
SUP_077,2024-06-15,alimentaire,8,8.0,3.14,5.0
SUP_076,2024-06-15,alimentaire,4,4.0,3.09,9.0
SUP_044,2024-06-15,non_alimentaire,9,7.0,16.54,4.0
SUP_066,2024-06-16,non_alimentaire,9,9.0,14.59,3.0
SUP_076,2024-06-16,alimentaire,4,5.0,3.21,8.0
SUP_054,2024-06-16,non_alimentaire,18,21.0,13.61,
SUP_048,2024-06-16,non_alimentaire,13,13.0,15.16,6.0
SUP_060,2024-06-16,non_alimentaire,14,14.0,15.22,32.0
SUP_058,2024-06-16,non_alimentaire,11,11.0,15.53,3.0
SUP_005,2024-06-16,alimentaire,10,11.0,2.91,
SUP_019,2024-06-16,non_alimentaire,9,10.0,14.73,5.0
SUP_021,2024-06-16,alimentaire,3,1.0,3.53,4.0
SUP_060,2024-06-16,non_alimentaire,10,11.0,15.45,2.0
SUP_010,2024-06-16,logistique,6,6.0,8.99,17.0
SUP_039,2024-06-16,non_alimentaire,19,20.0,16.89,11.0
SUP_055,2024-06-16,non_alimentaire,7,7.0,15.65,14.0
SUP_044,2024-06-16,alimentaire,9,12.0,3.09,7.0
SUP_074,2024-06-16,alimentaire,10,10.0,3.17,4.0
SUP_060,2024-06-16,alimentaire,6,6.0,3.21,4.0
SUP_001,2024-06-16,alimentaire,4,4.0,3.08,14.0
SUP_067,2024-06-16,alimentaire,5,6.0,2.94,11.0
SUP_076,2024-06-16,alimentaire,7,7.0,2.96,7.0
SUP_042,2024-06-16,non_alimentaire,14,14.0,15.84,8.0
SUP_064,2024-06-16,logistique,6,6.0,7.83,14.0
SUP_064,2024-06-16,alimentaire,4,4.0,2.76,3.0
SUP_003,2024-06-16,alimentaire,9,9.0,3.61,28.0
SUP_033,2024-06-16,alimentaire,7,7.0,3.07,2.0
SUP_024,2024-06-16,alimentaire,7,7.0,3.16,12.0
SUP_071,2024-06-16,non_alimentaire,8,8.0,15.53,10.0
SUP_012,2024-06-16,alimentaire,10,10.0,3.65,13.0
SUP_060,2024-06-16,non_alimentaire,8,,15.29,14.0
SUP_021,2024-06-16,logistique,11,11.0,7.49,9.0
SUP_064,2024-06-16,non_alimentaire,14,11.0,15.27,9.0
SUP_061,2024-06-16,non_alimentaire,8,8.0,,8.0
SUP_010,2024-06-16,alimentaire,2,2.0,2.82,15.0
SUP_069,2024-06-16,alimentaire,4,5.0,2.93,10.0
SUP_018,2024-06-16,logistique,14,14.0,7.79,4.0
SUP_019,2024-06-16,logistique,7,7.0,7.9,8.0
SUP_019,2024-06-16,non_alimentaire,10,13.0,15.67,3.0
SUP_080,2024-06-16,alimentaire,4,,3.0,11.0
SUP_017,2024-06-16,non_alimentaire,6,6.0,15.26,13.0
SUP_069,2024-06-16,alimentaire,9,9.0,2.83,7.0
SUP_023,2024-06-17,alimentaire,7,7.0,3.04,5.0
SUP_037,2024-06-17,alimentaire,7,7.0,3.03,5.0
SUP_047,2024-06-17,alimentaire,2,2.0,3.06,4.0
SUP_016,2024-06-17,alimentaire,5,5.0,2.89,15.0
SUP_015,2024-06-17,alimentaire,4,3.0,2.94,6.0
SUP_041,2024-06-17,non_alimentaire,9,9.0,15.31,10.0
SUP_018,2024-06-17,non_alimentaire,15,15.0,14.99,3.0
SUP_046,2024-06-17,non_alimentaire,12,12.0,14.94,9.0
SUP_070,2024-06-17,logistique,4,4.0,8.09,8.0
SUP_035,2024-06-17,logistique,9,11.0,10.32,3.0
SUP_073,2024-06-17,non_alimentaire,9,9.0,15.3,3.0
SUP_059,2024-06-17,non_alimentaire,18,15.0,15.71,5.0
SUP_061,2024-06-17,logistique,14,15.0,7.79,17.0
SUP_017,2024-06-17,non_alimentaire,18,18.0,14.53,6.0
SUP_059,2024-06-17,logistique,5,5.0,8.15,10.0
SUP_037,2024-06-17,alimentaire,2,2.0,2.93,22.0
SUP_017,2024-06-17,logistique,15,16.0,7.61,3.0
SUP_062,2024-06-17,logistique,13,13.0,7.76,17.0
SUP_067,2024-06-17,alimentaire,4,4.0,2.83,13.0
SUP_005,2024-06-17,logistique,6,6.0,7.97,3.0
SUP_041,2024-06-17,non_alimentaire,18,18.0,14.89,3.0
SUP_011,2024-06-17,non_alimentaire,16,16.0,15.16,5.0
SUP_072,2024-06-17,alimentaire,8,8.0,3.23,5.0
SUP_074,2024-06-17,non_alimentaire,8,8.0,14.92,4.0
SUP_072,2024-06-17,logistique,6,6.0,8.27,11.0
SUP_059,2024-06-17,logistique,5,5.0,8.15,10.0
SUP_067,2024-06-17,non_alimentaire,20,20.0,15.22,23.0
SUP_029,2024-06-17,alimentaire,6,6.0,2.99,4.0
SUP_037,2024-06-17,non_alimentaire,17,17.0,14.68,12.0
SUP_013,2024-06-17,alimentaire,4,4.0,2.69,7.0
SUP_044,2024-06-18,alimentaire,4,4.0,3.16,7.0
SUP_041,2024-06-18,alimentaire,2,2.0,18.36,8.0
SUP_035,2024-06-18,non_alimentaire,19,19.0,13.32,3.0
SUP_032,2024-06-18,logistique,6,6.0,7.96,20.0
SUP_043,2024-06-18,alimentaire,5,5.0,3.02,16.0
SUP_018,2024-06-18,alimentaire,7,7.0,2.89,10.0
SUP_065,2024-06-18,logistique,4,5.0,8.99,8.0
SUP_062,2024-06-18,alimentaire,7,7.0,3.03,13.0
SUP_054,2024-06-18,alimentaire,6,,3.0,26.0
SUP_004,2024-06-18,alimentaire,5,6.0,3.22,7.0
SUP_021,2024-06-18,non_alimentaire,11,14.0,15.94,20.0
SUP_072,2024-06-18,non_alimentaire,20,17.0,15.83,18.0
SUP_002,2024-06-18,non_alimentaire,10,10.0,12.29,21.0
SUP_040,2024-06-18,alimentaire,4,4.0,3.06,8.0
SUP_001,2024-06-18,logistique,10,10.0,8.0,32.0
SUP_067,2024-06-18,alimentaire,5,5.0,2.81,4.0
SUP_060,2024-06-18,non_alimentaire,12,11.0,16.0,26.0
SUP_073,2024-06-18,logistique,8,8.0,8.32,11.0
SUP_051,2024-06-18,alimentaire,8,11.0,3.06,7.0
SUP_061,2024-06-18,alimentaire,2,2.0,2.8,34.0
SUP_026,2024-06-18,logistique,7,7.0,8.51,22.0
SUP_025,2024-06-18,non_alimentaire,16,16.0,15.08,26.0
SUP_057,2024-06-18,non_alimentaire,14,14.0,15.5,10.0
SUP_020,2024-06-18,alimentaire,10,10.0,3.0,7.0
SUP_074,2024-06-18,non_alimentaire,15,15.0,15.04,8.0
SUP_069,2024-06-18,alimentaire,3,4.0,2.98,3.0
SUP_028,2024-06-18,logistique,10,10.0,7.96,12.0
SUP_007,2024-06-18,logistique,8,8.0,8.4,7.0
SUP_054,2024-06-18,non_alimentaire,5,5.0,14.3,2.0
SUP_002,2024-06-18,alimentaire,3,3.0,2.89,9.0
SUP_004,2024-06-18,alimentaire,3,3.0,2.99,9.0
SUP_040,2024-06-18,alimentaire,4,1.0,3.08,17.0
SUP_078,2024-06-18,non_alimentaire,9,9.0,15.57,4.0
SUP_056,2024-06-18,alimentaire,8,9.0,4.17,7.0
SUP_019,2024-06-18,non_alimentaire,11,11.0,14.54,15.0
SUP_017,2024-06-18,non_alimentaire,8,8.0,,12.0
SUP_029,2024-06-18,alimentaire,9,9.0,3.05,8.0
SUP_020,2024-06-18,non_alimentaire,16,17.0,15.68,19.0
SUP_015,2024-06-18,alimentaire,9,8.0,2.95,23.0
SUP_030,2024-06-18,non_alimentaire,9,9.0,14.3,8.0
SUP_050,2024-06-19,non_alimentaire,14,15.0,14.44,4.0
SUP_046,2024-06-19,alimentaire,3,3.0,2.77,18.0
SUP_021,2024-06-19,alimentaire,5,6.0,3.03,6.0
SUP_028,2024-06-19,logistique,13,10.0,,10.0
SUP_010,2024-06-19,alimentaire,3,3.0,2.65,6.0
SUP_041,2024-06-19,alimentaire,10,11.0,3.09,19.0
SUP_013,2024-06-19,non_alimentaire,13,12.0,14.07,27.0
SUP_010,2024-06-19,logistique,6,7.0,8.12,8.0
SUP_043,2024-06-19,alimentaire,6,6.0,3.02,10.0
SUP_021,2024-06-19,logistique,4,4.0,7.85,31.0
SUP_056,2024-06-19,non_alimentaire,5,7.0,13.49,7.0
SUP_071,2024-06-19,logistique,8,8.0,8.4,7.0
SUP_033,2024-06-19,non_alimentaire,11,11.0,14.92,13.0
SUP_023,2024-06-19,alimentaire,5,5.0,3.05,3.0
SUP_040,2024-06-19,alimentaire,2,2.0,2.96,9.0
SUP_005,2024-06-19,alimentaire,3,3.0,2.98,3.0
SUP_041,2024-06-19,logistique,6,6.0,8.09,2.0
SUP_054,2024-06-19,non_alimentaire,16,19.0,17.13,19.0
SUP_054,2024-06-19,alimentaire,10,10.0,2.66,16.0
SUP_042,2024-06-19,non_alimentaire,6,6.0,15.5,6.0
SUP_002,2024-06-19,non_alimentaire,10,9.0,15.02,3.0
SUP_070,2024-06-19,alimentaire,2,2.0,2.45,4.0
SUP_014,2024-06-19,logistique,15,15.0,7.86,17.0
SUP_018,2024-06-19,non_alimentaire,11,11.0,15.54,5.0
SUP_067,2024-06-19,non_alimentaire,11,11.0,15.68,11.0
SUP_057,2024-06-19,non_alimentaire,18,15.0,,7.0
SUP_010,2024-06-19,logistique,4,5.0,8.55,13.0
SUP_012,2024-06-19,logistique,6,8.0,8.05,9.0
SUP_016,2024-06-19,alimentaire,2,2.0,3.01,18.0
SUP_005,2024-06-19,alimentaire,6,6.0,3.02,9.0
SUP_028,2024-06-19,logistique,11,11.0,7.44,12.0
SUP_035,2024-06-19,logistique,15,15.0,9.34,7.0
SUP_073,2024-06-19,non_alimentaire,19,19.0,15.29,6.0
SUP_039,2024-06-19,alimentaire,9,,,9.0
SUP_039,2024-06-19,non_alimentaire,16,19.0,16.12,7.0
SUP_071,2024-06-19,alimentaire,6,7.0,2.91,3.0
SUP_069,2024-06-19,alimentaire,2,2.0,3.08,17.0
SUP_054,2024-06-19,logistique,15,18.0,7.8,3.0
SUP_077,2024-06-19,alimentaire,9,9.0,3.31,5.0
SUP_044,2024-06-19,non_alimentaire,17,17.0,18.32,28.0
SUP_030,2024-06-19,alimentaire,9,9.0,3.02,22.0
SUP_055,2024-06-19,non_alimentaire,17,16.0,14.72,5.0
SUP_061,2024-06-20,alimentaire,10,10.0,2.93,27.0
SUP_069,2024-06-20,non_alimentaire,11,11.0,14.76,9.0
SUP_067,2024-06-20,alimentaire,3,3.0,2.88,6.0
SUP_015,2024-06-20,alimentaire,7,5.0,2.99,37.0
SUP_061,2024-06-20,alimentaire,4,4.0,3.02,1.0
SUP_067,2024-06-20,non_alimentaire,11,8.0,15.17,9.0
SUP_065,2024-06-20,non_alimentaire,13,13.0,16.58,6.0
SUP_035,2024-06-20,non_alimentaire,19,19.0,23.52,13.0
SUP_071,2024-06-20,non_alimentaire,10,10.0,14.26,11.0
SUP_051,2024-06-20,alimentaire,2,6.0,3.11,33.0
SUP_047,2024-06-20,logistique,11,11.0,8.11,18.0
SUP_033,2024-06-20,non_alimentaire,20,20.0,15.11,17.0
SUP_067,2024-06-20,non_alimentaire,5,5.0,14.71,6.0
SUP_007,2024-06-20,non_alimentaire,5,5.0,15.12,9.0
SUP_047,2024-06-20,alimentaire,4,4.0,3.0,7.0
SUP_072,2024-06-20,non_alimentaire,9,10.0,,12.0
SUP_076,2024-06-20,non_alimentaire,8,8.0,14.53,11.0
SUP_077,2024-06-20,non_alimentaire,10,8.0,14.7,15.0
SUP_074,2024-06-20,alimentaire,9,9.0,3.18,7.0
SUP_008,2024-06-20,non_alimentaire,18,17.0,8.9,10.0
SUP_067,2024-06-20,non_alimentaire,6,6.0,14.81,8.0
SUP_019,2024-06-20,alimentaire,8,8.0,3.0,27.0
SUP_073,2024-06-20,alimentaire,7,7.0,3.06,12.0
SUP_010,2024-06-20,non_alimentaire,19,20.0,14.25,6.0
SUP_010,2024-06-20,non_alimentaire,17,14.0,15.55,6.0
SUP_016,2024-06-20,logistique,13,14.0,7.87,12.0
SUP_064,2024-06-20,non_alimentaire,15,12.0,14.87,3.0
SUP_041,2024-06-20,alimentaire,7,8.0,2.97,8.0
SUP_041,2024-06-20,alimentaire,9,9.0,3.09,7.0
SUP_002,2024-06-20,non_alimentaire,18,18.0,18.51,4.0
SUP_064,2024-06-20,non_alimentaire,14,14.0,15.09,14.0
SUP_026,2024-06-20,alimentaire,3,1.0,3.17,25.0
SUP_021,2024-06-20,non_alimentaire,20,20.0,16.1,4.0
SUP_076,2024-06-20,logistique,3,3.0,7.84,3.0
SUP_047,2024-06-20,logistique,8,8.0,8.23,16.0
SUP_045,2024-06-20,non_alimentaire,9,10.0,15.33,5.0
SUP_033,2024-06-20,logistique,4,4.0,7.84,10.0
SUP_064,2024-06-20,non_alimentaire,7,7.0,14.58,8.0
SUP_022,2024-06-20,non_alimentaire,17,17.0,15.08,12.0
SUP_048,2024-06-20,non_alimentaire,13,13.0,15.25,6.0
SUP_021,2024-06-20,alimentaire,8,8.0,2.57,6.0
SUP_031,2024-06-20,alimentaire,9,9.0,3.12,7.0
SUP_069,2024-06-20,non_alimentaire,14,15.0,15.64,9.0
SUP_043,2024-06-20,alimentaire,8,8.0,3.14,13.0
SUP_066,2024-06-20,alimentaire,2,2.0,2.9,6.0
SUP_059,2024-06-20,alimentaire,8,8.0,3.08,7.0
SUP_064,2024-06-20,non_alimentaire,14,14.0,15.16,22.0
SUP_046,2024-06-20,alimentaire,6,5.0,2.72,7.0
SUP_071,2024-06-20,alimentaire,4,4.0,3.42,4.0
SUP_080,2024-06-20,logistique,9,9.0,8.28,5.0
SUP_035,2024-06-21,non_alimentaire,7,7.0,12.85,9.0
SUP_025,2024-06-21,logistique,7,7.0,,8.0
SUP_040,2024-06-21,non_alimentaire,7,8.0,15.02,5.0
SUP_066,2024-06-21,non_alimentaire,19,19.0,15.29,23.0
SUP_016,2024-06-21,logistique,11,11.0,7.25,11.0
